EVENT,BOUT,WEIGHTCLASS,METHOD,ROUND,TIME,DETAILS,WINNER,LOSER,TOTAL ROUNDS,AGE.DIFF.WINNER,REACH.DIFF.WINNER,HEIGHT.DIFF.WINNER
UFC Fight Night: Oliveira vs. Gamrot ,Deiveson Figueiredo  vs. Montel Jackson ,Bantamweight Bout,Decision,3,5:00,Clemens Werner 28 - 29.Fabio Alves 29 - 28.Jerin Valel 28 - 29.,Deiveson Figueiredo,Montel Jackson,3.0,4.353424657534241,-17.78,-12.700000000000017
UFC Fight Night: Oliveira vs. Gamrot ,Vicente Luque  vs. Joel Alvarez ,Welterweight Bout,Decision,3,5:00,Mateus Fonseca 26 - 30.Sal D'amato 26 - 30.David Lethaby 26 - 30.,Joel Alvarez,Vicente Luque,3.0,-1.2630136986301395,5.0800000000000125,10.159999999999997
UFC Fight Night: Oliveira vs. Gamrot ,Jhonata Diniz  vs. Mario Pinto ,Heavyweight Bout,KO/TKO,2,4:10,Punches to Head From Mount ,Mario Pinto,Jhonata Diniz,3.0,-6.728767123287668,0.0,2.5400000000000205
UFC Fight Night: Oliveira vs. Gamrot ,Ricardo Ramos  vs. Kaan Ofli ,Featherweight Bout,Submission,1,3:02,Rear Naked Choke ,Kaan Ofli,Ricardo Ramos,3.0,2.1178082191780803,-15.240000000000009,-5.079999999999984
UFC Fight Night: Oliveira vs. Gamrot ,Lucas Almeida  vs. Michael Aswell Jr. ,Featherweight Bout,KO/TKO,1,1:42,Punches to Head From Mount ,Michael Aswell Jr.,Lucas Almeida,3.0,-9.663013698630138,-5.0800000000000125,-7.6200000000000045
UFC Fight Night: Oliveira vs. Gamrot ,Jafel Filho  vs. Clayton Carpenter ,Flyweight Bout,Submission,1,4:42,Kimura From Bottom Half Guard ,Jafel Filho,Clayton Carpenter,3.0,3.0986301369863014,5.0800000000000125,2.5400000000000205
UFC Fight Night: Oliveira vs. Gamrot ,Vitor Petrino  vs. Thomas Petersen ,Heavyweight Bout,KO/TKO,3,0:26,Punch to Head At Distance ,Vitor Petrino,Thomas Petersen,3.0,-2.4164383561643845,7.6200000000000045,2.5400000000000205
UFC Fight Night: Oliveira vs. Gamrot ,Bia Mesquita  vs. Irina Alekseeva ,Women's Bantamweight Bout,Submission,2,2:14,Rear Naked Choke ,Bia Mesquita,Irina Alekseeva,3.0,-0.7780821917808183,0.0,-10.159999999999997
UFC Fight Night: Oliveira vs. Gamrot ,Lucas Rocha  vs. Stewart Nicoll ,Flyweight Bout,Decision,3,5:00,Mateus Fonseca 27 - 30.Sal D'amato 27 - 30.Jerin Valel 27 - 30.,Lucas Rocha,Stewart Nicoll,3.0,-4.339726027397255,-2.539999999999992,-5.079999999999984
UFC Fight Night: Oliveira vs. Gamrot ,Julia Polastri  vs. Karolina Kowalkiewicz ,Women's Strawweight Bout,KO/TKO,3,2:56,Punches to Head At Distance ,Julia Polastri,Karolina Kowalkiewicz,3.0,-12.394520547945199,0.0,-2.5400000000000205
UFC Fight Night: Oliveira vs. Gamrot ,Luan Lacerda  vs. Saimon Oliveira ,Bantamweight Bout,Submission,2,3:55,Armbar From Bottom Guard ,Luan Lacerda,Saimon Oliveira,3.0,-1.7178082191780817,-2.539999999999992,7.6200000000000045
UFC 320: Ankalaev vs. Pereira 2 ,Magomed Ankalaev  vs. Alex Pereira ,UFC Light Heavyweight Title Bout,KO/TKO,1,1:20,Elbows to Head From Half Guard ,Alex Pereira,Magomed Ankalaev,5.0,4.909589041095892,10.159999999999997,2.539999999999992
UFC 320: Ankalaev vs. Pereira 2 ,Merab Dvalishvili  vs. Cory Sandhagen ,UFC Bantamweight Title Bout,Decision,5,5:00,Mike Bell 45 - 49.Ben Cartlidge 45 - 49.Eric Colon 46 - 49.,Merab Dvalishvili,Cory Sandhagen,5.0,1.2767123287671254,-5.0800000000000125,-12.700000000000017
UFC 320: Ankalaev vs. Pereira 2 ,Jiri Prochazka  vs. Khalil Rountree Jr. ,Light Heavyweight Bout,KO/TKO,3,3:04,Punches to Head At Distance ,Jiri Prochazka,Khalil Rountree Jr.,3.0,-2.632876712328766,10.159999999999997,5.0800000000000125
UFC 320: Ankalaev vs. Pereira 2 ,Josh Emmett  vs. Youssef Zalal ,Featherweight Bout,Submission,1,1:38,Armbar From Back Control ,Youssef Zalal,Josh Emmett,3.0,-11.512328767123297,5.079999999999984,10.160000000000025
UFC 320: Ankalaev vs. Pereira 2 ,Abus Magomedov  vs. Joe Pyfer ,Middleweight Bout,Submission,2,1:46,Rear Naked Choke ,Joe Pyfer,Abus Magomedov,3.0,-6.046575342465754,-7.6200000000000045,0.0
UFC 320: Ankalaev vs. Pereira 2 ,Ateba Gautier  vs. Tre'ston Vines ,Middleweight Bout,KO/TKO,1,1:41,Punches to Head On Ground ,Ateba Gautier,Tre'ston Vines,3.0,-5.81369863013699,5.0800000000000125,7.6200000000000045
UFC 320: Ankalaev vs. Pereira 2 ,Daniel Santos  vs. JooSang Yoo ,Catch Weight Bout,KO/TKO,2,0:21,Punch to Head At Distance ,Daniel Santos,JooSang Yoo,3.0,-1.1369863013698662,-10.159999999999997,0.0
UFC 320: Ankalaev vs. Pereira 2 ,Patchy Mix  vs. Jakub Wiklacz ,Bantamweight Bout,Decision,3,5:00,Mike Bell 28 - 29.Ben Cartlidge 29 - 28.Derek Cleary 28 - 29.,Jakub Wiklacz,Patchy Mix,3.0,-3.071232876712326,5.079999999999984,-2.539999999999992
UFC 320: Ankalaev vs. Pereira 2 ,Edmen Shahbazyan  vs. Andre Muniz ,Middleweight Bout,KO/TKO,1,4:58,Elbows to Head From Half Guard ,Edmen Shahbazyan,Andre Muniz,3.0,-7.761643835616436,-7.6200000000000045,2.5400000000000205
UFC 320: Ankalaev vs. Pereira 2 ,Punahele Soriano  vs. Nikolay Veretennikov ,Welterweight Bout,Decision,3,5:00,Mike Bell 27 - 30.Derek Cleary 27 - 30.Chris Lee 27 - 30.,Punahele Soriano,Nikolay Veretennikov,3.0,-2.9205479452054774,-5.0800000000000125,-5.079999999999984
UFC 320: Ankalaev vs. Pereira 2 ,Macy Chiasson  vs. Yana Santos ,Women's Bantamweight Bout,Decision,3,5:00,Ben Cartlidge 28 - 29.Sal D'amato 28 - 29.Junichiro Kamijo 28 - 29.,Yana Santos,Macy Chiasson,3.0,1.7068493150684958,-10.159999999999997,-12.700000000000017
UFC 320: Ankalaev vs. Pereira 2 ,Chris Gutierrez  vs. Farid Basharat ,Bantamweight Bout,Decision,3,5:00,Derek Cleary 28 - 29.Eric Colon 28 - 29.Sal D'amato 28 - 29.,Farid Basharat,Chris Gutierrez,3.0,-6.284931506849311,10.159999999999997,-2.539999999999992
UFC 320: Ankalaev vs. Pereira 2 ,Ramiz Brahimaj  vs. Austin Vanderford ,Welterweight Bout,Submission,2,2:24,Guillotine Choke On Ground ,Ramiz Brahimaj,Austin Vanderford,3.0,-2.663013698630138,-5.0800000000000125,-2.539999999999992
UFC 320: Ankalaev vs. Pereira 2 ,Veronica Hardy  vs. Brogan Walker ,Women's Flyweight Bout,Decision,3,5:00,Derek Cleary 27 - 30.Chris Lee 27 - 30.Clemens Werner 27 - 30.,Veronica Hardy,Brogan Walker,3.0,-7.2465753424657535,-7.6200000000000045,0.0
UFC Fight Night: Ulberg vs. Reyes ,Carlos Ulberg  vs. Dominick Reyes ,Light Heavyweight Bout,KO/TKO,1,4:27,Punches to Head At Distance ,Carlos Ulberg,Dominick Reyes,5.0,-0.8657534246575338,0.0,0.0
UFC Fight Night: Ulberg vs. Reyes ,Jimmy Crute  vs. Ivan Erslan ,Light Heavyweight Bout,Submission,1,3:19,Rear Naked Choke ,Jimmy Crute,Ivan Erslan,3.0,-4.304109589041097,5.0800000000000125,0.0
UFC Fight Night: Ulberg vs. Reyes ,Jack Jenkins  vs. Ramon Taveras ,Featherweight Bout,Decision,3,5:00,Evan Field 27 - 30.Clemens Werner 27 - 30.Ben Cartlidge 28 - 29.,Jack Jenkins,Ramon Taveras,3.0,0.18356164383562046,-5.0800000000000125,-2.539999999999992
UFC Fight Night: Ulberg vs. Reyes ,Jake Matthews  vs. Neil Magny ,Welterweight Bout,Submission,3,3:08,D'Arce Choke From Half Guard ,Neil Magny,Jake Matthews,3.0,7.049315068493151,17.78,10.159999999999997
UFC Fight Night: Ulberg vs. Reyes ,Tom Nolan  vs. Charlie Campbell ,Lightweight Bout,Submission,1,4:08,Rear Naked Choke ,Tom Nolan,Charlie Campbell,3.0,-4.684931506849317,2.539999999999992,7.6200000000000045
UFC Fight Night: Ulberg vs. Reyes ,Navajo Stirling  vs. Rodolfo Bellato ,Light Heavyweight Bout,Decision,3,5:00,Nathan Pintabona 27 - 30.Clemens Werner 27 - 30.Evan Field 28 - 29.,Navajo Stirling,Rodolfo Bellato,3.0,-1.756164383561643,10.159999999999997,2.539999999999992
UFC Fight Night: Ulberg vs. Reyes ,Cam Rowston  vs. Andre Petroski ,Middleweight Bout,KO/TKO,1,2:41,Punches to Head From Guard ,Cam Rowston,Andre Petroski,3.0,-3.608219178082191,12.700000000000017,7.6200000000000045
UFC Fight Night: Ulberg vs. Reyes ,Jamie Mullarkey  vs. Rolando Bedoya ,Lightweight Bout,Decision,3,5:00,Ben Cartlidge 28 - 29.Evan Field 28 - 29.David Lethaby 28 - 29.,Jamie Mullarkey,Rolando Bedoya,3.0,2.410958904109595,0.0,2.539999999999992
UFC Fight Night: Ulberg vs. Reyes ,Colby Thicknesse  vs. Josias Musasa ,Bantamweight Bout,Decision,3,5:00,Mick Meany 28 - 29.Sal D'amato 28 - 29.Clemens Werner 28 - 29.,Colby Thicknesse,Josias Musasa,3.0,-0.7013698630136957,-12.700000000000017,-2.539999999999992
UFC Fight Night: Ulberg vs. Reyes ,Michelle Montague  vs. Luana Carolina ,Women's Bantamweight Bout,Decision,3,5:00,Ben Cartlidge 26 - 29.Evan Field 25 - 30.Nathan Pintabona 26 - 30.,Michelle Montague,Luana Carolina,3.0,-0.45753424657534225,-2.539999999999992,7.6200000000000045
UFC Fight Night: Ulberg vs. Reyes ,Brando Pericic  vs. Elisha Ellison ,Heavyweight Bout,KO/TKO,1,1:55,Punches to Head From Guard ,Brando Pericic,Elisha Ellison,3.0,2.5890410958904084,2.539999999999992,12.700000000000017
UFC Fight Night: Ulberg vs. Reyes ,Loma Lookboonmee  vs. Alexia Thainara ,Women's Strawweight Bout,Decision,3,5:00,Nathan Pintabona 27 - 30.Evan Field 27 - 30.Clemens Werner 27 - 30.,Alexia Thainara,Loma Lookboonmee,3.0,0.16164383561643803,15.240000000000009,7.6200000000000045
UFC Fight Night: Lopes vs. Silva ,Diego Lopes  vs. Jean Silva ,Featherweight Bout,KO/TKO,2,4:48,Punches to Head On Ground ,Diego Lopes,Jean Silva,5.0,-17.23835616438356,,12.700000000000017
UFC Fight Night: Lopes vs. Silva ,Diego Lopes  vs. Jean Silva ,Featherweight Bout,KO/TKO,2,4:48,Punches to Head On Ground ,Diego Lopes,Jean Silva,5.0,-17.23835616438356,,10.159999999999997
UFC Fight Night: Lopes vs. Silva ,Diego Lopes  vs. Jean Silva ,Featherweight Bout,KO/TKO,2,4:48,Punches to Head On Ground ,Diego Lopes,Jean Silva,5.0,-17.23835616438356,7.6200000000000045,12.700000000000017
UFC Fight Night: Lopes vs. Silva ,Diego Lopes  vs. Jean Silva ,Featherweight Bout,KO/TKO,2,4:48,Punches to Head On Ground ,Diego Lopes,Jean Silva,5.0,-17.23835616438356,7.6200000000000045,10.159999999999997
UFC Fight Night: Lopes vs. Silva ,Diego Lopes  vs. Jean Silva ,Featherweight Bout,KO/TKO,2,4:48,Punches to Head On Ground ,Diego Lopes,Jean Silva,5.0,1.994520547945207,,12.700000000000017
UFC Fight Night: Lopes vs. Silva ,Diego Lopes  vs. Jean Silva ,Featherweight Bout,KO/TKO,2,4:48,Punches to Head On Ground ,Diego Lopes,Jean Silva,5.0,1.994520547945207,,10.159999999999997
UFC Fight Night: Lopes vs. Silva ,Diego Lopes  vs. Jean Silva ,Featherweight Bout,KO/TKO,2,4:48,Punches to Head On Ground ,Diego Lopes,Jean Silva,5.0,1.994520547945207,7.6200000000000045,12.700000000000017
UFC Fight Night: Lopes vs. Silva ,Diego Lopes  vs. Jean Silva ,Featherweight Bout,KO/TKO,2,4:48,Punches to Head On Ground ,Diego Lopes,Jean Silva,5.0,1.994520547945207,7.6200000000000045,10.159999999999997
UFC Fight Night: Lopes vs. Silva ,Rob Font  vs. David Martinez ,Bantamweight Bout,Decision,3,5:00,Chris Lee 28 - 29.Sal D'amato 28 - 29.Junichiro Kamijo 28 - 29.,David Martinez,Rob Font,3.0,-11.115068493150687,-10.159999999999997,-7.6200000000000045
UFC Fight Night: Lopes vs. Silva ,Rafa Garcia  vs. Jared Gordon ,Lightweight Bout,KO/TKO,3,2:27,Elbows to Head From Side Control ,Rafa Garcia,Jared Gordon,3.0,-5.915068493150688,5.0800000000000125,-5.079999999999984
UFC Fight Night: Lopes vs. Silva ,Kelvin Gastelum  vs. Dustin Stoltzfus ,Middleweight Bout,Decision,3,5:00,Chris Lee 27 - 30.Jeff Rexroad 28 - 29.Junichiro Kamijo 28 - 29.,Kelvin Gastelum,Dustin Stoltzfus,3.0,0.06027397260273659,-10.159999999999997,-7.6200000000000045
UFC Fight Night: Lopes vs. Silva ,Alexander Hernandez  vs. Diego Ferreira ,Lightweight Bout,KO/TKO,2,3:46,Punches to Head On Ground ,Alexander Hernandez,Diego Ferreira,3.0,-7.706849315068489,-5.0800000000000125,0.0
UFC Fight Night: Lopes vs. Silva ,Santiago Luna  vs. Quang Le ,Bantamweight Bout,KO/TKO,1,2:48,Punch to Head On Ground ,Santiago Luna,Quang Le,3.0,-12.810958904109587,10.159999999999997,5.079999999999984
UFC Fight Night: Lopes vs. Silva ,Jose Daniel Medina  vs. Dusko Todorovic ,Middleweight Bout,Submission,1,4:21,Rear Naked Choke ,Dusko Todorovic,Jose Daniel Medina,3.0,-3.0082191780821894,0.0,2.539999999999992
UFC Fight Night: Lopes vs. Silva ,Claudio Puelles  vs. Joaquim Silva ,Lightweight Bout,Decision,3,5:00,Jesse Lorenty 28 - 29.Chris Lee 29 - 28.Junichiro Kamijo 28 - 29.,Joaquim Silva,Claudio Puelles,3.0,7.210958904109599,-7.6200000000000045,-5.0800000000000125
UFC Fight Night: Lopes vs. Silva ,Tatiana Suarez  vs. Amanda Lemos ,Women's Strawweight Bout,Decision,3,5:00,Gino Garcia 28 - 29.Sal D'amato 28 - 29.Junichiro Kamijo 28 - 29.,Tatiana Suarez,Amanda Lemos,3.0,-3.5808219178082155,2.539999999999992,2.539999999999992
UFC Fight Night: Lopes vs. Silva ,Jesus Aguilar  vs. Luis Gurule ,Flyweight Bout,Decision,3,5:00,Jesse Lorenty 27 - 30.Chris Lee 28 - 29.Junichiro Kamijo 28 - 29.,Jesus Aguilar,Luis Gurule,3.0,-2.3232876712328796,-5.0800000000000125,-2.539999999999992
UFC Fight Night: Lopes vs. Silva ,Zach Reese  vs. Sedriques Dumas ,Middleweight Bout,Could Not Continue ,1,0:51,Kick to Groin by Reese,,,3.0,,,
UFC Fight Night: Lopes vs. Silva ,Alessandro Costa  vs. Alden Coria ,Flyweight Bout,KO/TKO,3,0:47,Punches to Head At Distance ,Alden Coria,Alessandro Costa,3.0,-2.238356164383557,0.0,10.159999999999997
UFC Fight Night: Lopes vs. Silva ,Montse Rendon  vs. Alice Pereira ,Women's Bantamweight Bout,Decision,3,5:00,Jesse Lorenty 28 - 29.Junichiro Kamijo 29 - 28.Gino Garcia 27 - 30.,Montse Rendon,Alice Pereira,3.0,16.775342465753425,-7.6200000000000045,0.0
UFC Fight Night: Lopes vs. Silva ,Rodrigo Sezinando  vs. Daniil Donchenko ,Ultimate Fighter 33 Welterweight Tournament Title Bout,KO/TKO,1,4:27,Punches to Head At Distance ,Daniil Donchenko,Rodrigo Sezinando,3.0,-3.6493150684931557,0.0,5.0800000000000125
UFC Fight Night: Imavov vs. Borralho ,Nassourdine Imavov  vs. Caio Borralho ,Middleweight Bout,Decision,5,5:00,Derek Cleary 45 - 50.Ben Cartlidge 46 - 49.David Lethaby 46 - 49.,Nassourdine Imavov,Caio Borralho,5.0,-3.123287671232873,0.0,5.0800000000000125
UFC Fight Night: Imavov vs. Borralho ,Benoit Saint Denis  vs. Mauricio Ruffy ,Lightweight Bout,Submission,2,2:56,Rear Naked Choke ,Benoit Saint Denis,Mauricio Ruffy,3.0,0.4986301369863,-5.0800000000000125,0.0
UFC Fight Night: Imavov vs. Borralho ,Modestas Bukauskas  vs. Paul Craig ,Light Heavyweight Bout,KO/TKO,1,5:00,Elbow to Head From Guard ,Modestas Bukauskas,Paul Craig,3.0,-6.210958904109589,0.0,0.0
UFC Fight Night: Imavov vs. Borralho ,Bolaji Oki  vs. Mason Jones ,Lightweight Bout,KO/TKO,2,3:18,Elbows to Head From Mount ,Mason Jones,Bolaji Oki,3.0,0.5561643835616437,2.5400000000000205,0.0
UFC Fight Night: Imavov vs. Borralho ,Axel Sola  vs. Rhys McKee ,Welterweight Bout,KO/TKO,3,2:02,Punch to Body At Distance ,Axel Sola,Rhys McKee,3.0,-2.021917808219179,-10.159999999999997,0.0
UFC Fight Night: Imavov vs. Borralho ,William Gomis  vs. Robert Ruchala ,Featherweight Bout,Decision,3,5:00,Ben Cartlidge 27 - 30.Derek Cleary 28 - 29.Clemens Werner 28 - 29.,William Gomis,Robert Ruchala,3.0,0.920547945205481,2.539999999999992,10.159999999999997
UFC Fight Night: Imavov vs. Borralho ,Oumar Sy  vs. Brendson Ribeiro ,Light Heavyweight Bout,KO/TKO,1,4:42,Punches to Head From Back Control ,Oumar Sy,Brendson Ribeiro,3.0,0.8000000000000043,5.079999999999984,2.539999999999992
UFC Fight Night: Imavov vs. Borralho ,Marcin Tybura  vs. Ante Delija ,Heavyweight Bout,KO/TKO,1,2:03,Punches to Head On Ground ,Ante Delija,Marcin Tybura,3.0,-4.7452054794520535,0.0,0.0
UFC Fight Night: Imavov vs. Borralho ,Harry Hardwick  vs. Kaue Fernandes ,Lightweight Bout,KO/TKO,1,3:21,Kick to Leg At Distance ,Kaue Fernandes,Harry Hardwick,3.0,-0.46301369863013875,5.079999999999984,2.539999999999992
UFC Fight Night: Imavov vs. Borralho ,Sam Patterson  vs. Trey Waters ,Welterweight Bout,KO/TKO,1,3:01,Punches to Head At Distance ,Sam Patterson,Trey Waters,3.0,-1.1890410958904134,2.539999999999992,-5.0800000000000125
UFC Fight Night: Imavov vs. Borralho ,Brad Tavares  vs. Robert Bryczek ,Middleweight Bout,KO/TKO,3,1:43,Punches to Head On Ground ,Robert Bryczek,Brad Tavares,3.0,-2.536986301369865,2.539999999999992,-2.539999999999992
UFC Fight Night: Imavov vs. Borralho ,Andreas Gustafsson  vs. Rinat Fakhretdinov ,Welterweight Bout,KO/TKO,1,0:54,Punches to Head In Clinch ,Rinat Fakhretdinov,Andreas Gustafsson,3.0,-0.6027397260273943,2.5400000000000205,-2.539999999999992
UFC Fight Night: Imavov vs. Borralho ,Shauna Bannon  vs. Sam Hughes ,Women's Strawweight Bout,Submission,2,1:58,Rear Naked Choke ,Sam Hughes,Shauna Bannon,3.0,1.3205479452054831,-2.539999999999992,0.0
UFC Fight Night: Walker vs. Zhang ,Johnny Walker  vs. Zhang Mingyang ,Light Heavyweight Bout,KO/TKO,2,2:37,Punches to Head On Ground ,Johnny Walker,Zhang Mingyang,5.0,6.383561643835616,17.78,10.159999999999997
UFC Fight Night: Walker vs. Zhang ,Brian Ortega  vs. Aljamain Sterling ,Catch Weight Bout,Decision,5,5:00,Ben Cartlidge 45 - 50.David Lethaby 45 - 50.Vito Paolillo 45 - 50.,Aljamain Sterling,Brian Ortega,5.0,1.5616438356164437,5.0800000000000125,-2.539999999999992
UFC Fight Night: Walker vs. Zhang ,Sergei Pavlovich  vs. Waldo Cortes Acosta ,Heavyweight Bout,Decision,3,5:00,Evan Field 27 - 30.Mark Christie 28 - 29.Clemens Werner 28 - 29.,Sergei Pavlovich,Waldo Cortes Acosta,3.0,-0.6109589041095873,15.240000000000009,-2.539999999999992
UFC Fight Night: Walker vs. Zhang , Sumudaerji  vs. Kevin Borjas ,Flyweight Bout,Decision,3,5:00,Ben Cartlidge 27 - 30.Mark Christie 27 - 30.Dave Tirelli 27 - 30.,Sumudaerji,Kevin Borjas,3.0,1.8794520547945197,10.159999999999997,7.6200000000000045
UFC Fight Night: Walker vs. Zhang ,Taiyilake Nueraji  vs. Kiefer Crosbie ,Welterweight Bout,KO/TKO,1,3:33,Elbows to Head On Ground ,Taiyilake Nueraji,Kiefer Crosbie,3.0,-10.780821917808225,12.699999999999989,7.6200000000000045
UFC Fight Night: Walker vs. Zhang , Maheshate  vs. Gauge Young ,Lightweight Bout,Decision,3,5:00,David Lethaby 27 - 30.Ben Cartlidge 28 - 29.Evan Field 28 - 29.,Gauge Young,Maheshate,3.0,-0.6191780821917803,-2.539999999999992,-7.6200000000000045
UFC Fight Night: Walker vs. Zhang ,Charles Johnson  vs. Lone'er Kavanagh ,Flyweight Bout,KO/TKO,2,4:35,Punch to Head At Distance ,Charles Johnson,Lone'er Kavanagh,3.0,8.416438356164385,7.6200000000000045,7.6200000000000045
UFC Fight Night: Walker vs. Zhang , Rongzhu  vs. Austin Hubbard ,Lightweight Bout,Decision,3,5:00,Clemens Werner 27 - 30.David Lethaby 28 - 29.Evan Field 28 - 29.,Rongzhu,Austin Hubbard,3.0,-8.213698630136985,0.0,-2.5400000000000205
UFC Fight Night: Walker vs. Zhang ,Michel Pereira  vs. Kyle Daukaus ,Middleweight Bout,KO/TKO,1,0:43,Elbows to Head From Guard ,Kyle Daukaus,Michel Pereira,3.0,0.6054794520547944,7.6200000000000045,2.5400000000000205
UFC Fight Night: Walker vs. Zhang , Yizha  vs. Westin Wilson ,Featherweight Bout,KO/TKO,1,0:37,Punches to Head At Distance ,Yizha,Westin Wilson,3.0,-7.961643835616439,-5.079999999999984,-15.23999999999998
UFC Fight Night: Walker vs. Zhang ,Xiao Long  vs. SuYoung You ,Bantamweight Bout,Decision,3,5:00,Ben Cartlidge 28 - 29.Mark Christie 28 - 29.Dave Tirelli 28 - 29.,SuYoung You,Xiao Long,3.0,2.339726027397262,-12.700000000000017,-5.0800000000000125
UFC Fight Night: Walker vs. Zhang ,Uran Satybaldiev  vs. Diyar Nurgozhay ,Light Heavyweight Bout,Submission,1,2:45,Ezekiel Choke From Guard ,Uran Satybaldiev,Diyar Nurgozhay,3.0,2.7013698630136957,12.699999999999989,5.079999999999984
UFC 319: Du Plessis vs. Chimaev ,Dricus Du Plessis  vs. Khamzat Chimaev ,UFC Middleweight Title Bout,Decision,5,5:00,Sal D'amato 44 - 50.Ron McCarthy 44 - 50.Derek Cleary 44 - 50.,Khamzat Chimaev,Dricus Du Plessis,5.0,-0.2931506849315042,-2.539999999999992,2.5400000000000205
UFC 319: Du Plessis vs. Chimaev ,Lerone Murphy  vs. Aaron Pico ,Featherweight Bout,KO/TKO,1,3:21,Spinning Back Elbow to Head At Distance ,Lerone Murphy,Aaron Pico,3.0,5.178082191780824,7.619999999999976,2.539999999999992
UFC 319: Du Plessis vs. Chimaev ,Geoff Neal  vs. Carlos Prates ,Welterweight Bout,KO/TKO,1,4:59,Spinning Back Elbow to Head At Distance ,Carlos Prates,Geoff Neal,3.0,-2.972602739726028,7.6200000000000045,5.079999999999984
UFC 319: Du Plessis vs. Chimaev ,Jared Cannonier  vs. Michael Page ,Middleweight Bout,Decision,3,5:00,Sal D'amato 28 - 29.Derek Cleary 28 - 29.Brandon Mason 28 - 29.,Michael Page,Jared Cannonier,3.0,-3.0602739726027437,5.079999999999984,10.159999999999997
UFC 319: Du Plessis vs. Chimaev ,Tim Elliott  vs. Kai Asakura ,Flyweight Bout,Submission,2,4:39,Guillotine Choke From Mount ,Tim Elliott,Kai Asakura,3.0,6.857534246575355,-7.6200000000000045,-2.539999999999992
UFC 319: Du Plessis vs. Chimaev ,Baisangur Susurkaev  vs. Eric Nolan ,Middleweight Bout,Submission,2,2:01,Rear Naked Choke ,Baisangur Susurkaev,Eric Nolan,3.0,-3.323287671232876,12.699999999999989,0.0
UFC 319: Du Plessis vs. Chimaev ,Gerald Meerschaert  vs. Michal Oleksiejczuk ,Middleweight Bout,KO/TKO,1,3:03,Punches to Head On Ground ,Michal Oleksiejczuk,Gerald Meerschaert,3.0,-7.18630136986301,-7.6200000000000045,-2.539999999999992
UFC 319: Du Plessis vs. Chimaev ,Jessica Andrade  vs. Loopy Godinez ,Women's Strawweight Bout,Decision,3,5:00,Ron McCarthy 28 - 29.Eric Colon 28 - 29.Josh Stewart 28 - 29.,Loopy Godinez,Jessica Andrade,3.0,-1.9506849315068493,-2.539999999999992,2.539999999999992
UFC 319: Du Plessis vs. Chimaev ,Chase Hooper  vs. Alexander Hernandez ,Lightweight Bout,KO/TKO,1,4:58,Punch to Head At Distance ,Alexander Hernandez,Chase Hooper,3.0,6.953424657534249,-5.0800000000000125,-10.159999999999997
UFC 319: Du Plessis vs. Chimaev ,Edson Barboza  vs. Drakkar Klose ,Lightweight Bout,Decision,3,5:00,Sal D'amato 28 - 29.Derek Cleary 28 - 29.Brandon Mason 28 - 29.,Drakkar Klose,Edson Barboza,3.0,-2.1315068493150733,-12.699999999999989,-5.0800000000000125
UFC 319: Du Plessis vs. Chimaev ,Karine Silva  vs. Dione Barbosa ,Women's Flyweight Bout,Decision,3,5:00,Eric Colon 28 - 29.Scot Jones 28 - 29.Josh Stewart 28 - 29.,Karine Silva,Dione Barbosa,3.0,-1.5698630136986296,2.5400000000000205,-2.539999999999992
UFC 319: Du Plessis vs. Chimaev ,Alibi Idiris  vs. Joseph Morales ,Ultimate Fighter 33 Flyweight Tournament Title Bout,Submission,2,3:04,Triangle Choke From Bottom Guard ,Joseph Morales,Alibi Idiris,3.0,0.16712328767123452,2.539999999999992,0.0
UFC Fight Night: Dolidze vs. Hernandez ,Roman Dolidze  vs. Anthony Hernandez ,Middleweight Bout,Submission,4,2:45,Rear Naked Choke ,Anthony Hernandez,Roman Dolidze,5.0,-5.2630136986301395,-2.539999999999992,-5.0800000000000125
