FIGHTER,WEIGHT,AGE,HEIGHT,REACH,STANCE,SLpM,Str. Acc %,TD Avg 15min,TD Acc %,Sub. Avg 15min,SApM,Str. Def %,TD Def. %
Mairbek Taisumov,70.30676,37.364383561643834,175.26,185.42000000000002,Orthodox,2.98,0.39,1.34,0.63,0.0,3.03,0.64,0.88
Taiyilake Nueraji,77.11064,24.926027397260274,187.96,190.5,Southpaw,9.82,0.53,1.47,0.33,0.0,5.01,0.58,1.0
Nobuhiko Takada,99.79024,63.706849315068496,182.88,,Southpaw,0.31,0.24,1.15,0.2,0.0,1.92,0.39,0.0
Yoshiki Takahashi,90.264808,56.78356164383562,180.34,,Southpaw,2.26,0.51,0.0,0.0,2.3,6.47,0.44,0.66
Yoko Takahashi,68.0388,52.676712328767124,172.72,,,5.11,0.54,0.0,0.0,0.0,8.78,0.48,0.0
Daiju Takase,77.11064,47.673972602739724,182.88,,Southpaw,0.49,0.3,0.84,0.17,1.2,1.64,0.47,0.21
Hiroyuki Takaya,63.049288,48.534246575342465,167.64000000000001,,Orthodox,3.18,0.33,0.9,0.45,0.0,3.16,0.6,0.66
Yoshihiro Takayama,127.00576,57.26301369863014,195.58,,Orthodox,3.4,0.54,0.67,0.33,0.0,5.69,0.29,0.55
Makoto Takimoto,92.98636,46.038356164383565,170.18,,Southpaw,1.37,0.39,1.48,0.5,1.1,1.71,0.55,0.25
Oleg Taktarov,95.25431999999999,58.33150684931507,182.88,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Payton Talbott,61.23492,27.27123287671233,177.8,177.8,Switch,6.05,0.54,0.24,0.25,0.2,3.26,0.46,0.76
Nordine Taleb,77.11064,44.53150684931507,185.42000000000002,187.96,Orthodox,3.66,0.51,1.94,0.76,0.0,2.62,0.66,0.73
Murtaza Talha,92.98636,29.438356164383563,182.88,187.96,Orthodox,4.29,0.57,0.0,0.0,0.0,7.09,0.31,1.0
Tsuyoshi Tamakairiki,99.79024,59.443835616438356,182.88,,Orthodox,0.0,0.0,0.0,0.0,0.0,26.67,0.5,0.0
Eli Tamez,61.23492,40.32876712328767,170.18,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kiyoshi Tamura,83.91452,56.01917808219178,180.34,,Southpaw,2.44,0.53,0.58,0.6,0.2,1.44,0.6,0.45
Akitoshi Tamura,61.23492,45.558904109589044,175.26,177.8,Orthodox,3.73,0.43,0.0,0.0,1.0,1.94,0.78,0.2
Issei Tamura,61.23492,41.775342465753425,165.1,160.02,Orthodox,1.89,0.53,0.92,0.25,0.0,4.58,0.44,0.33
Jason Tan,77.11064,44.010958904109586,177.8,,Orthodox,0.69,0.29,0.0,0.0,0.0,7.37,0.18,0.0
Akihito Tanaka,,42.78630136986301,,,Southpaw,0.19,0.5,5.59,0.66,0.0,2.05,0.38,0.0
Michinori Tanaka,61.23492,35.20821917808219,165.1,170.18,Orthodox,1.97,0.37,2.4,0.38,0.2,1.99,0.5,0.43
Evan Tanner,83.91452,54.865753424657534,182.88,187.96,Orthodox,3.05,0.59,2.55,0.43,1.3,2.64,0.56,0.25
Kasey Tanner,61.23492,33.93698630136986,170.18,175.26,Orthodox,6.6,0.5,2.0,0.33,0.0,6.67,0.63,0.0
Otari Tanzilovi,61.23492,27.69041095890411,177.8,177.8,Orthodox,4.53,0.72,4.0,0.25,0.0,3.33,0.55,0.0
Manny Tapia,61.23492,44.772602739726025,165.1,170.18,Orthodox,2.69,0.21,0.49,0.4,0.2,4.74,0.58,0.66
Gary Tapusoa,83.91452,46.3041095890411,170.18,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miesha Tate,61.23492,39.33972602739726,167.64000000000001,165.1,Orthodox,2.62,0.44,1.97,0.3,1.2,3.05,0.51,0.56
Aaron Tau,56.699,32.326027397260276,162.56,167.64000000000001,Switch,4.85,0.44,0.89,0.18,0.0,5.0,0.6,0.64
Deividas Taurosevicius,65.77083999999999,48.31780821917808,175.26,172.72,Southpaw,2.13,0.43,2.0,0.28,0.3,1.82,0.59,0.5
Thiago Tavares,65.77083999999999,41.11506849315069,170.18,177.8,Orthodox,2.0,0.4,3.83,0.42,1.5,2.31,0.62,0.62
Jeremy Tavares,61.23492,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brad Tavares,83.91452,37.9972602739726,185.42000000000002,187.96,Orthodox,3.42,0.43,0.73,0.26,0.0,3.36,0.54,0.81
Ramon Taveras,65.77083999999999,31.93972602739726,172.72,177.8,Southpaw,4.07,0.43,0.0,0.0,0.0,6.45,0.54,0.72
Paul Taylor,70.30676,46.01917808219178,182.88,182.88,Orthodox,4.44,0.47,0.27,0.25,0.5,4.47,0.55,0.56
Jesse Taylor,77.11064,42.967123287671235,182.88,185.42000000000002,Orthodox,1.94,0.65,7.28,0.5,3.1,0.55,0.38,1.0
Torrance Taylor,70.30676,38.19178082191781,170.18,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Louis Taylor,83.91452,46.61369863013699,180.34,,Orthodox,2.06,0.32,2.48,0.28,0.0,1.24,0.68,1.0
Anthony Taylor,65.77083999999999,,170.18,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danielle Taylor,52.16308,36.15068493150685,152.4,152.4,Orthodox,2.75,0.29,0.2,0.2,0.2,3.31,0.71,0.7
J.T Taylor,,,177.8,,,3.17,0.8,3.96,1.0,7.9,3.7,0.26,0.0
James Te Huna,83.91452,44.227397260273975,187.96,190.5,Orthodox,4.04,0.51,2.75,0.37,0.2,2.99,0.62,0.58
Cam Teague,65.77083999999999,27.84109589041096,177.8,175.26,Orthodox,5.7,0.28,0.0,0.0,0.0,18.44,0.32,0.0
Shawn Teed,120.20188,33.846575342465755,195.58,,Orthodox,1.4,0.42,0.0,0.0,0.0,13.31,0.21,0.0
Glover Teixeira,92.98636,46.15068493150685,187.96,193.04,Orthodox,3.73,0.49,2.11,0.33,0.9,4.43,0.51,0.6
John Teixeira,65.77083999999999,39.087671232876716,170.18,,Orthodox,3.36,0.35,1.0,0.27,0.7,3.2,0.63,0.71
Ewerton Teixeira,109.76926399999999,43.85205479452055,185.42000000000002,,,2.0,0.39,0.0,0.0,0.0,3.22,0.35,0.33
Tallison Teixeira,117.026736,26.027397260273972,200.66,210.82,Orthodox,12.83,0.59,0.0,0.0,0.0,8.98,0.56,0.0
Tra Telligman,105.686936,60.87945205479452,187.96,,Orthodox,1.83,0.35,0.87,1.0,0.0,3.02,0.56,0.8
Ramazan Temirov,56.699,28.876712328767123,162.56,160.02,Orthodox,4.37,0.4,0.84,0.5,0.0,3.93,0.59,1.0
Taneisha Tennant,65.77083999999999,36.512328767123286,170.18,177.8,Orthodox,5.67,0.55,0.0,0.0,0.0,3.4,0.71,1.0
Herman Terrado,77.11064,36.227397260273975,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dave Terrel,77.11064,47.61917808219178,172.72,,Southpaw,2.62,0.43,3.28,0.38,0.0,2.8,0.48,1.0
David Terrell,83.91452,47.95068493150685,185.42000000000002,,Southpaw,2.34,0.63,5.54,0.5,5.5,2.71,0.37,0.0
James Terry,77.11064,44.76712328767123,177.8,,Orthodox,3.23,0.32,3.31,0.36,0.0,4.77,0.64,0.75
Jeff Terry,92.98636,,187.96,,,1.09,0.5,0.0,0.0,0.0,9.27,0.19,1.0
David Teymur,70.30676,36.635616438356166,175.26,185.42000000000002,Southpaw,4.69,0.43,0.94,0.33,0.0,3.53,0.55,0.77
Daniel Teymur,65.77083999999999,37.87671232876713,165.1,175.26,Orthodox,3.08,0.46,0.56,0.18,0.3,3.93,0.56,0.6
Motonobu Tezuka,61.23492,38.30958904109589,170.18,,Southpaw,0.87,0.23,1.5,0.11,0.5,2.8,0.51,0.0
Jason Thacker,83.91452,50.347945205479455,177.8,,Orthodox,0.63,0.33,0.0,0.0,0.0,17.05,0.32,0.0
Alexia Thainara,52.16308,30.076712328767123,162.56,170.18,Orthodox,4.52,0.4,3.91,0.6,1.7,2.46,0.65,1.0
Brandon Thatch,77.11064,40.443835616438356,187.96,187.96,Switch,2.7,0.42,1.36,0.66,0.7,3.63,0.52,0.5
Elias Theodorou,83.91452,37.553424657534244,185.42000000000002,190.5,Orthodox,4.19,0.42,1.27,0.28,0.0,2.39,0.53,0.59
Nik Theotikos,83.91452,,,,Orthodox,0.0,0.0,0.0,0.0,4.8,5.48,0.19,0.0
Paulo Thiago,77.11064,44.9041095890411,180.34,187.96,Orthodox,1.71,0.39,1.42,0.31,1.2,1.99,0.63,0.63
Colby Thicknesse,61.23492,26.484931506849314,170.18,175.26,Orthodox,3.33,0.42,1.0,0.09,0.5,2.8,0.5,0.5
Din Thomas,70.30676,49.23287671232877,175.26,,Orthodox,1.85,0.37,1.38,0.52,1.2,2.6,0.59,0.76
Ryan Thomas,77.11064,41.12328767123287,182.88,,Orthodox,2.01,0.36,5.59,0.33,2.2,4.17,0.3,0.0
Noah Thomas,61.23492,44.73698630136986,175.26,,Orthodox,0.44,0.13,0.0,0.0,1.3,4.99,0.33,0.0
Joel Thomas,77.11064,,177.8,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Treston Thomison,65.77083999999999,,172.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Thompson,77.11064,44.49589041095891,185.42000000000002,187.96,Orthodox,1.87,0.42,1.06,1.0,2.6,1.8,0.49,0.35
James Thompson,120.20188,47.016438356164386,195.58,,Orthodox,5.13,0.52,3.14,0.36,1.3,3.19,0.41,0.53
Oli Thompson,109.76926399999999,45.96986301369863,185.42000000000002,190.5,Orthodox,1.66,0.46,0.0,0.0,0.5,5.31,0.46,0.5
Stephen Thompson,77.11064,42.85753424657534,182.88,190.5,Orthodox,4.05,0.46,0.23,0.35,0.0,3.0,0.54,0.63
Josh Thomson,70.30676,47.25205479452055,177.8,180.34,Orthodox,2.59,0.47,1.92,0.39,1.3,2.12,0.64,0.54
Simeon Thoresen,77.11064,41.76986301369863,185.42000000000002,200.66,Orthodox,3.85,0.43,1.12,0.4,1.7,3.85,0.64,0.5
Josh Thornburg,77.11064,41.57534246575342,182.88,,,1.2,0.5,2.0,0.66,2.0,3.13,0.38,0.42
Ti Haitao,61.23492,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gleison Tibau,70.30676,42.205479452054796,177.8,180.34,Southpaw,1.95,0.31,4.08,0.53,0.8,2.51,0.63,0.92
Chris Tickle,70.30676,43.88493150684931,175.26,,,1.07,0.4,1.0,0.25,2.0,1.13,0.43,0.2
Nolan Ticman,56.699,37.59178082191781,167.64000000000001,,Orthodox,2.57,0.47,0.0,0.0,0.0,2.53,0.67,0.6
Darren Till,83.91452,32.983561643835614,182.88,187.96,Southpaw,2.3,0.46,0.55,0.46,0.0,3.31,0.56,0.69
Brett Tillis,65.77083999999999,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rio Tirto,56.699,25.852054794520548,162.56,167.64000000000001,Switch,0.0,0.0,0.0,0.0,0.0,2.11,0.69,0.0
Denis Tiuliulin,83.91452,37.59178082191781,185.42000000000002,195.58,Orthodox,3.61,0.41,0.96,0.42,0.0,5.23,0.38,0.72
Ryan Tobar,70.30676,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rafael Tobias,92.98636,22.742465753424657,187.96,187.96,Orthodox,3.45,0.3,3.98,1.0,4.0,3.98,0.4,0.0
Andrew Todhunter,83.91452,38.054794520547944,182.88,,Switch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dusko Todorovic,83.91452,31.583561643835615,185.42000000000002,187.96,Orthodox,4.73,0.57,1.77,0.21,0.3,4.4,0.48,0.42
Tuco Tokkos,92.98636,35.47123287671233,193.04,193.04,Orthodox,2.12,0.4,4.21,0.47,0.5,4.27,0.46,0.33
Hideo Tokoro,61.23492,48.33424657534247,170.18,,Orthodox,1.78,0.37,0.87,0.34,2.3,2.01,0.65,0.44
Anatoly Tokov,83.91452,35.83561643835616,177.8,,,3.51,0.72,2.03,1.0,0.0,0.54,0.66,1.0
Kazuki Tokudome,70.30676,38.797260273972604,180.34,185.42000000000002,Southpaw,2.26,0.41,2.0,0.38,0.0,3.63,0.53,0.78
Puja Tomar,52.16308,32.035616438356165,162.56,149.86,Southpaw,5.61,0.48,0.0,0.0,0.0,5.82,0.46,1.0
Tyler Toner,65.77083999999999,42.726027397260275,172.72,177.8,Orthodox,2.95,0.52,0.0,0.0,0.4,2.13,0.62,0.54
James Toney,99.79024,57.33424657534247,175.26,,Orthodox,0.0,0.0,0.0,0.0,0.0,2.41,0.27,0.0
Masanori Tonooka,83.91452,52.58082191780822,172.72,,Orthodox,0.16,0.05,0.0,0.0,0.0,1.09,0.36,0.0
Carl Toomey,,53.775342465753425,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ilia Topuria,70.30676,28.904109589041095,170.18,175.26,Orthodox,4.81,0.48,1.96,0.61,1.1,3.83,0.64,0.93
Aleksandre Topuria,61.23492,29.887671232876713,170.18,172.72,Orthodox,2.73,0.51,1.0,0.5,0.0,2.53,0.7,1.0
Anthony Torres,77.11064,47.394520547945206,172.72,,Orthodox,3.54,0.48,0.0,0.0,2.2,7.52,0.45,1.0
Miguel Torres,61.23492,44.92328767123288,175.26,193.04,Orthodox,3.98,0.43,0.0,0.0,1.6,1.86,0.74,0.17
Ronys Torres,70.30676,50.36164383561644,170.18,,Orthodox,0.87,0.26,4.0,0.47,0.5,1.93,0.57,0.16
Haven Torres,56.699,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Torres,65.77083999999999,37.558904109589044,177.8,,Orthodox,2.47,0.37,2.0,0.22,0.0,2.73,0.69,0.5
Abram Torres,77.11064,43.14520547945205,177.8,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Torres,56.699,33.37808219178082,162.56,165.1,Orthodox,4.37,0.36,1.28,0.33,0.0,9.84,0.5,0.75
Desmond Torres,61.23492,28.945205479452056,167.64000000000001,175.26,Orthodox,4.8,0.64,0.0,0.0,0.0,11.78,0.48,1.0
Manuel Torres,70.30676,30.734246575342464,177.8,185.42000000000002,Switch,7.87,0.6,2.0,0.66,1.0,4.2,0.52,0.88
Justice Torres,65.77083999999999,28.161643835616438,170.18,167.64000000000001,Southpaw,0.79,0.22,5.92,0.5,0.0,8.29,0.53,0.0
Eduardo Torres Caut,61.23492,30.646575342465752,170.18,177.8,Orthodox,1.1,0.34,2.06,0.33,0.0,1.24,0.65,0.5
Salim Touahri,77.11064,36.224657534246575,177.8,182.88,Orthodox,2.6,0.46,0.0,0.0,0.0,2.87,0.58,0.83
Dequan Townsend,92.98636,39.61095890410959,190.5,200.66,Orthodox,1.23,0.34,0.0,0.0,0.0,3.92,0.38,0.46
Minoru Toyonaga,88.45044,47.52876712328767,180.34,,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slim Trabelsi,106.59412,32.61095890410959,190.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roberto Traven,102.965384,57.271232876712325,190.5,,Orthodox,0.92,0.5,0.0,0.0,0.0,2.77,0.57,0.0
Bryan Travers,70.30676,42.6958904109589,,,,2.33,0.48,2.0,0.28,0.0,3.93,0.55,0.63
Alexander Trevino,77.11064,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Francisco Trevino,70.30676,44.010958904109586,175.26,177.8,Orthodox,2.65,0.42,0.97,0.22,0.0,2.42,0.64,0.41
Angelo Trevino,77.11064,32.52328767123288,180.34,,Switch,5.19,0.54,0.0,0.0,0.0,3.9,0.47,1.0
Frank Trigg,77.11064,53.63013698630137,175.26,180.34,Southpaw,2.79,0.46,2.35,0.47,0.8,1.9,0.56,0.75
Francisco Trinaldo,77.11064,47.32876712328767,175.26,177.8,Southpaw,3.13,0.45,0.98,0.42,0.5,2.67,0.6,0.6
Damien Trites,74.84268,46.33150684931507,180.34,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Trizano,65.77083999999999,33.967123287671235,180.34,180.34,Orthodox,3.63,0.53,0.36,0.66,0.5,4.4,0.5,0.72
Antonio Trocoli,83.91452,35.035616438356165,198.12,200.66,Orthodox,1.29,0.5,0.84,0.11,0.8,5.79,0.23,0.5
Tor Troeng,83.91452,42.9041095890411,187.96,,Orthodox,1.16,0.46,0.62,0.07,0.3,3.26,0.32,0.66
Aaron Trujillo,56.699,,165.1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reynaldo Trujillo,70.30676,43.96986301369863,175.26,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abel Trujillo,70.30676,42.25753424657534,172.72,177.8,Orthodox,2.65,0.41,2.18,0.45,0.4,2.31,0.59,0.4
Arman Tsarukyan,70.30676,29.183561643835617,170.18,182.88,Orthodox,3.79,0.48,3.25,0.37,0.0,1.84,0.53,0.75
Rei Tsuruya,56.699,23.484931506849314,167.64000000000001,172.72,Orthodox,2.24,0.52,5.06,0.37,1.9,2.01,0.42,0.5
Chris Tuchscherer,117.026736,50.29041095890411,187.96,193.04,Orthodox,1.35,0.31,1.19,0.18,0.6,3.17,0.47,0.0
Jon Tuck,70.30676,41.31232876712329,180.34,185.42000000000002,Orthodox,3.0,0.4,0.42,0.33,1.0,3.74,0.6,0.5
Gavin Tucker,65.77083999999999,39.50958904109589,167.64000000000001,167.64000000000001,Southpaw,4.29,0.44,3.13,0.44,1.5,4.18,0.57,0.53
Jumabieke Tuerxun,61.23492,39.676712328767124,170.18,,Orthodox,1.6,0.28,0.47,0.11,0.9,3.08,0.59,0.66
Tom Tuggle,113.398,,187.96,,Orthodox,0.0,0.0,32.14,1.0,0.0,2.14,0.0,0.0
Blair Tugman,61.23492,,182.88,,,2.25,0.53,7.5,0.6,0.0,0.93,0.5,0.0
Tai Tuivasa,119.748288,32.75890410958904,187.96,190.5,Southpaw,3.77,0.46,0.0,0.0,0.0,5.18,0.44,0.57
Zubaira Tukhugov,70.30676,34.92602739726028,172.72,172.72,Orthodox,3.17,0.39,2.13,0.39,0.0,3.07,0.63,1.0
Teila Tuli,195.04456,56.52876712328767,182.88,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marco Tulio,83.91452,31.515068493150686,182.88,187.96,Orthodox,7.54,0.6,0.88,0.2,0.4,2.53,0.61,0.0
Nyamjargal Tumendemberel,56.699,27.73972602739726,170.18,180.34,Orthodox,3.18,0.39,3.1,0.38,2.6,3.33,0.52,0.54
Albert Tumenov,77.11064,33.98082191780822,180.34,185.42000000000002,Orthodox,3.76,0.42,0.2,0.2,0.0,3.34,0.58,0.75
Ricky Turcios,61.23492,32.536986301369865,175.26,180.34,Orthodox,4.73,0.4,0.91,0.2,0.4,3.72,0.52,0.44
Anton Turkalj,92.98636,29.52054794520548,193.04,198.12,Orthodox,2.45,0.42,4.98,0.41,0.0,3.42,0.54,0.16
Wellington Turman,77.11064,29.405479452054795,182.88,182.88,Orthodox,3.23,0.51,1.55,0.2,0.8,4.17,0.45,0.42
Courtney Turner,77.11064,,187.96,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalin Turner,70.30676,30.586301369863012,190.5,195.58,Southpaw,5.53,0.48,0.77,0.55,1.1,4.55,0.41,0.75
Austin Tweedy,70.30676,35.23287671232877,175.26,,Orthodox,4.29,0.66,0.0,0.0,0.0,6.43,0.0,0.0
Marcin Tybura,111.583632,40.11232876712329,190.5,198.12,Orthodox,3.59,0.48,1.38,0.33,0.1,3.33,0.55,0.75
Raphael Uchegbu,61.23492,30.339726027397262,175.26,185.42000000000002,Orthodox,2.46,0.48,1.48,0.16,0.0,2.85,0.5,0.0
Takeru Uchida,56.699,23.21095890410959,165.1,172.72,Southpaw,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0
Alberto Uda,83.91452,41.367123287671234,190.5,,Orthodox,1.79,0.52,2.83,0.5,0.0,3.49,0.45,0.66
Ryuki Ueyama,81.64656,49.68219178082192,180.34,,Southpaw,0.13,0.21,0.5,1.0,1.5,1.4,0.46,0.0
Christian Uflacker,77.11064,40.37808219178082,180.34,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andy Uhrich,77.11064,,182.88,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tagir Ulanbekov,56.699,34.367123287671234,170.18,177.8,Southpaw,3.37,0.49,2.94,0.38,1.6,3.36,0.52,0.62
Carlos Ulberg,92.98636,35.11506849315069,193.04,195.58,Orthodox,6.54,0.55,0.55,0.6,0.2,4.04,0.51,0.85
Gasan Umalatov,77.11064,43.276712328767125,180.34,180.34,Orthodox,2.23,0.39,0.75,0.17,0.0,4.1,0.59,0.9
Jeremy Umphries,72.57472,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zach Underwood,83.91452,,187.96,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caol Uno,70.30676,50.62739726027397,170.18,177.8,Southpaw,1.91,0.49,1.95,0.31,0.5,1.9,0.5,0.37
Kengo Ura,74.84268,44.50410958904109,175.26,,,1.05,0.37,2.85,0.28,1.4,2.38,0.48,0.5
Logan Urban,77.11064,31.65753424657534,182.88,182.88,Orthodox,2.55,0.66,0.0,0.0,0.0,16.6,0.27,0.0
Hector Urbina,77.11064,38.25753424657534,180.34,185.42000000000002,Orthodox,0.97,0.38,0.0,0.0,3.8,2.44,0.39,0.38
Elias Urbina,83.91452,32.19178082191781,190.5,195.58,Southpaw,3.85,0.37,0.0,0.0,0.0,6.17,0.5,0.0
Gilbert Urbina,77.11064,29.7013698630137,190.5,190.5,Orthodox,5.57,0.56,2.86,0.44,0.7,4.62,0.44,0.0
Guilherme Uriel,120.20188,28.827397260273973,185.42000000000002,187.96,Orthodox,1.15,0.43,0.0,0.0,0.0,4.43,0.22,0.53
Nick Urso,56.699,40.23287671232877,167.64000000000001,167.64000000000001,Southpaw,3.61,0.45,0.0,0.0,0.0,5.06,0.36,0.0
Yasuhiro Urushitani,56.699,49.28767123287671,165.1,,Southpaw,3.47,0.39,0.0,0.0,0.0,4.71,0.65,0.8
Sho Patrick Usami,70.30676,25.60821917808219,175.26,177.8,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kamaru Usman,77.11064,38.61095890410959,182.88,193.04,Switch,4.16,0.51,2.79,0.44,0.1,2.67,0.55,0.89
Mohammed Usman,108.408488,36.71780821917808,187.96,200.66,Orthodox,3.85,0.39,0.56,0.14,0.0,4.27,0.51,0.66
Darren Uyenoyama,56.699,46.18630136986302,167.64000000000001,165.1,Orthodox,1.34,0.39,1.42,0.33,0.7,2.21,0.66,0.35
Richie Vaculik,56.699,42.50684931506849,167.64000000000001,175.26,Orthodox,3.69,0.46,3.0,0.45,1.0,4.09,0.57,0.31
Rashid Vagabov,56.699,27.473972602739725,170.18,160.02,Orthodox,1.87,0.38,3.0,0.5,3.0,0.93,0.67,1.0
Artem Vakhitov,92.98636,34.70958904109589,185.42000000000002,190.5,Orthodox,3.88,0.85,0.0,0.0,0.0,0.68,0.8,1.0
Egidijus Valavicius,90.7184,46.9972602739726,182.88,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Genaro Valdez,70.30676,33.92328767123288,175.26,182.88,Orthodox,4.08,0.3,1.54,0.44,0.4,7.16,0.48,0.36
Charlie Valencia,61.23492,51.14520547945205,160.02,162.56,Orthodox,2.58,0.37,1.4,0.53,0.5,2.61,0.77,0.75
Robert Valentin,83.91452,30.71780821917808,187.96,195.58,Orthodox,1.13,0.56,0.0,0.0,1.3,2.83,0.32,0.55
Victor Valenzuela,70.30676,,177.8,,,1.28,1.0,0.0,0.0,0.0,2.55,0.0,0.0
Ivan Valenzuela,83.91452,33.084931506849315,187.96,195.58,Orthodox,0.0,0.0,0.0,0.0,0.0,9.6,0.33,0.0
Victor Valenzuela,77.11064,31.854794520547944,175.26,180.34,Orthodox,3.36,0.33,0.0,0.0,0.0,8.4,0.48,0.0
Timur Valiev,61.23492,35.915068493150685,167.64000000000001,170.18,Orthodox,5.19,0.53,1.73,0.4,0.3,3.33,0.45,0.55
Victor Valimaki,92.98636,44.010958904109586,182.88,,Orthodox,3.94,0.3,0.9,0.14,0.0,2.99,0.67,0.0
Andrew Valladerez,61.23492,38.47945205479452,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Vallejos,65.77083999999999,24.02191780821918,170.18,172.72,Switch,6.28,0.45,0.84,0.33,0.0,5.23,0.57,0.83
Isaac Vallie-Flagg,70.30676,47.706849315068496,172.72,177.8,Orthodox,5.56,0.47,0.2,0.12,0.0,5.6,0.45,0.58
Joshua Van,56.699,24.183561643835617,165.1,165.1,Orthodox,8.86,0.56,0.85,0.63,0.0,6.36,0.57,0.81
Mike van Arsdale,92.98636,60.515068493150686,187.96,,Switch,1.52,0.41,1.06,0.14,0.0,1.91,0.41,0.37
Matt Van Buren,92.98636,39.52328767123288,195.58,,,7.73,0.45,0.0,0.0,0.0,6.82,0.49,0.5
Ron van Clief,86.18248,82.93150684931507,177.8,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lloyd Van Dams,108.86207999999999,53.8027397260274,185.42000000000002,,Southpaw,0.0,0.0,0.0,0.0,0.0,3.01,0.15,0.0
Alain Van der Merckt,83.91452,32.52054794520548,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameron VanCamp,70.30676,32.64383561643836,187.96,187.96,Switch,5.31,0.47,0.0,0.0,0.0,6.41,0.4,0.0
Chad Vance,83.91452,,182.88,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jared Vanderaa,120.20188,33.602739726027394,193.04,203.2,Orthodox,4.96,0.44,0.18,0.5,0.0,5.67,0.45,0.2
Austin Vanderford,77.11064,35.74794520547945,180.34,187.96,Orthodox,3.04,0.59,3.08,0.35,1.2,2.71,0.48,1.0
Lando Vannata,70.30676,33.76438356164383,175.26,180.34,Orthodox,4.52,0.45,1.09,0.37,0.3,4.76,0.55,0.69
Paige VanZant,52.16308,31.731506849315068,162.56,165.1,Orthodox,3.35,0.52,1.27,0.33,1.0,2.62,0.42,0.34
Paul Varelans,136.0776,56.26849315068493,203.2,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kazula Vargas,70.30676,40.347945205479455,172.72,180.34,Southpaw,3.65,0.53,0.4,0.25,0.4,1.77,0.57,0.3
Jamie Varner,70.30676,41.18904109589041,172.72,180.34,Orthodox,2.92,0.34,3.49,0.53,0.8,2.55,0.58,0.66
Guilherme Vasconcelos,83.91452,39.74520547945205,182.88,,Orthodox,3.27,0.29,0.0,0.0,0.0,4.4,0.7,0.0
Linton Vassell,92.98636,42.55068493150685,193.04,,,3.39,0.37,2.46,0.5,0.0,2.13,0.54,0.5
Billy Vaughan,70.30676,42.05205479452055,167.64000000000001,,,0.0,0.0,0.0,0.0,0.0,1.36,0.5,0.0
Yuri Vaulin,89.357624,62.28493150684932,193.04,,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Javier Vazquez,65.77083999999999,48.43561643835616,170.18,175.26,Southpaw,2.43,0.36,2.56,0.52,1.5,1.99,0.72,0.57
Manny Vazquez,56.699,32.07945205479452,177.8,182.88,Orthodox,1.47,0.41,1.0,0.33,1.0,2.67,0.48,0.0
Matt Veach,70.30676,44.558904109589044,180.34,,Orthodox,1.12,0.28,3.64,0.38,1.5,4.91,0.44,1.0
